tool,language,audio_file,original_text,transcribed_text,wer,cer,word_accuracy,char_accuracy,whisper_model,timestamp
sarvam,gujarati,gujarati_34.wav,લિવિંગ રૂમ એર પ્યુરિફાયર 1 માં ફેન ઝડપ 2 સેટ કરો।,Office AC-2 Charlukaru,1.0,0.9592,0.0,4.08,base,2026-03-05T11:05:26.896561+00:00
sarvam,gujarati,gujarati_35.wav,મારા શયનખંડમાં કયા ઉપકરણો છે?,shiny kanna aiseuma drym,1.0,0.9655,0.0,3.45,base,2026-03-05T11:05:35.214288+00:00
sarvam,gujarati,gujarati_36.wav,શયનખંડમાં AC ચાલુ કરો।,Shane Khanna AC Ma Sleep Mode Channu Karo,1.0,1.0,0.0,0.0,base,2026-03-05T11:05:39.238431+00:00
sarvam,gujarati,gujarati_37.wav,શયનખંડના AC માં તાપમાન 18 ડિગ્રી સેટ કરો।,Shankanna Aseema Vatikal Swings Siti 5 Pursaid Karo,1.0,1.0,0.0,0.0,base,2026-03-05T11:05:40.806388+00:00
sarvam,gujarati,gujarati_38.wav,શયનખંડના AC માં ડિસ્પ્લે મોડ ચાલુ કરો।,Shankanna Aseema skae Hai Kanar Chanugro,1.0,0.9474,0.0,5.26,base,2026-03-05T11:05:42.409452+00:00
sarvam,gujarati,gujarati_39.wav,ડાઈનિંગ રૂમમાં AC ચાલુ કરો।,Living room EC2 ya allwy Hare Rawendi Nworker Roadsنتal Swings十Thiti topper Sold Fighting!,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:00.530656+00:00
sarvam,gujarati,gujarati_4.wav,ઓફિસ AC 2 ચાલુ કરો।,Shain Khan Air Purifier 1ma 60 Min. Switch of Timerset.,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:02.117898+00:00
sarvam,gujarati,gujarati_40.wav,શયનખંડના AC માં ડ્રાય મોડ સેટ કરો।,Living room AC2MAT Turbo Mode Channu Karo,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:03.435214+00:00
sarvam,gujarati,gujarati_41.wav,શયનખંડના AC માં સ્લીપ મોડ ચાલુ કરો।,"sémpthanga akiba wakka lock sa'irl,",1.0,0.9429,0.0,5.71,base,2026-03-05T11:06:15.840072+00:00
sarvam,gujarati,gujarati_42.wav,શયનખંડના AC માં વર્ટિકલ સ્વિંગ સ્થિતિ 5 પર સેટ કરો।,Officer isit Duma Fайн Z shef at af high rate.,1.0,0.902,0.0,9.8,base,2026-03-05T11:06:24.327187+00:00
sarvam,gujarati,gujarati_43.wav,શયનખંડના AC માં સ્કાય હાઈ કલર ચાલુ કરો।,Shancanna Aseema Horizontal Swing Auto Purset,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:25.793303+00:00
sarvam,gujarati,gujarati_44.wav,લિવિંગ રૂમ AC 2 ચાલુ કરીને તેનું હોરિઝોન્ટલ સ્વિંગ સ્થિતિ 2 પર સેટ કરો।,Living room AC 2M 30°C,0.9286,0.9155,7.14,8.45,base,2026-03-05T11:06:27.081629+00:00
sarvam,gujarati,gujarati_45.wav,લિવિંગ રૂમ AC 2 માં ટર્બો મોડ ચાલુ કરો।,yo grun msc 1 chalu karinet heno switch of time at 20 minute per set karo,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:28.756503+00:00
sarvam,gujarati,gujarati_46.wav,શયનખંડના AC માં ચાઇલ્ડ લોક ચાલુ કરો।,Yo Grum AC 1ma Yumi Kahn Mord Chalukaro,1.0,0.9167,0.0,8.33,base,2026-03-05T11:06:30.302925+00:00
sarvam,gujarati,gujarati_47.wav,ઓફિસ AC 2 માં ફેન ઝડપ હાઈ સેટ કરો।,"Walking, right turn ahead.",1.0,0.9118,0.0,8.82,base,2026-03-05T11:06:42.427289+00:00
sarvam,gujarati,gujarati_48.wav,શયનખંડના AC માં હોરિઝોન્ટલ સ્વિંગ ઓટો પર સેટ કરો।,Shancanna Esima Iko Mord Chanukaro,1.0,0.9184,0.0,8.16,base,2026-03-05T11:06:44.014282+00:00
sarvam,gujarati,gujarati_49.wav,લિવિંગ રૂમ AC 2 માં તાપમાન 30 ડિગ્રી સેટ કરો।,Shankanna e Sima Light Intensity Loan Set-Caro,1.0,0.9556,0.0,4.44,base,2026-03-05T11:06:45.412358+00:00
sarvam,gujarati,gujarati_5.wav,યોગ રૂમ AC 1 ચાલુ કરીને તેનો સ્વિચ ઓફ ટાઈમર 20 મિનિટ પર સેટ કરો।,Shen Khandair Purifier 1 Maring LED Brightness 40 Set Karo,0.9333,0.8906,6.67,10.94,base,2026-03-05T11:06:46.912876+00:00
sarvam,gujarati,gujarati_50.wav,યોગ રૂમ AC 1 માં હ્યુમિકોન મોડ ચાલુ કરો।,Shankan Desi Too Chanu Karo,1.0,0.875,0.0,12.5,base,2026-03-05T11:06:48.276458+00:00
sarvam,gujarati,gujarati_51.wav,શયનખંડના AC માં ચાઇલ્ડ લોક મોડ બંધ કરો।,Shancan AC-2ma vertical swing sthiti 4 and a horizontal swing sthiti 3 per set karo.,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:50.135559+00:00
sarvam,gujarati,gujarati_52.wav,શયનખંડના AC માં ઇકો મોડ ચાલુ કરો।,Shankhand asitoma ikomor chanukaro,1.0,0.9394,0.0,6.06,base,2026-03-05T11:06:51.555785+00:00
sarvam,gujarati,gujarati_53.wav,શયનખંડના AC માં લાઈટ ઇન્ટેન્સિટી લો સેટ કરો।,Shenkhan AC-2MA FAMES ADUPMEDIUM SETCARO,1.0,0.8864,0.0,11.36,base,2026-03-05T11:06:54.430481+00:00
elevenlabs,gujarati,gujarati_0.mp3,શયનખંડ એર પ્યુરિફાયર 1 ચાલુ કરો।,Shaina Khand Air Purifier EG Charlukaru,1.0,1.0,0.0,0.0,base,2026-03-05T11:06:56.193318+00:00
elevenlabs,gujarati,gujarati_1.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં બજ્ઝર નિયંત્રણ ચાલુ કરો।,"Shaina Khan Air Purifier, Ekma, Bajar Neyantran Chalukaru.",1.0,1.0,0.0,0.0,base,2026-03-05T11:06:57.733485+00:00
elevenlabs,gujarati,gujarati_10.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં ફેન ઝડપ 4 સેટ કરો।,Dining Room Air Purifier 1-Challu Karo,1.0,0.9111,0.0,8.89,base,2026-03-05T11:06:59.052892+00:00
elevenlabs,gujarati,gujarati_11.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં નાઈટ મોડ સેટ કરો।,Dyning Room 8 Pure Fire 1ma Ring LID Brightness 70 Set Karo,1.0,1.0,0.0,0.0,base,2026-03-05T11:07:00.816304+00:00
elevenlabs,gujarati,gujarati_12.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં 60 મિનિટનો સ્વિચ ઓફ ટાઈમર સેટ કરો।,Dining Room Air Pure Fire 1ma heater power ça lookarú.,1.0,0.9016,0.0,9.84,base,2026-03-05T11:07:02.246158+00:00
elevenlabs,gujarati,gujarati_13.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં રિંગ એલઈડી બ્રાઇટનેસ 40 સેટ કરો।,Dining Room Air Purifier IKMA Night Mode Set-Caro.,1.0,0.9153,0.0,8.47,base,2026-03-05T11:07:03.576395+00:00
elevenlabs,gujarati,gujarati_14.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં ટર્બો મોડ ચાલુ કરો અને બજ્ઝર નિયંત્રણ બંધ કરો।,Dining Room Air Pure Fire 1maa 180-minute No Switch Off Timer Set Karo,1.0,0.9041,0.0,9.59,base,2026-03-05T11:07:05.272977+00:00
elevenlabs,gujarati,gujarati_15.mp3,શયનખંડ એર પ્યુરિફાયર 1 માં 720 મિનિટનો સ્વિચ ઓફ ટાઈમર સેટ કરો।,Dining Room & Purifier 1ma BUDZAR NEONTRAN CHALUKARO,1.0,0.9194,0.0,8.06,base,2026-03-05T11:07:06.942511+00:00
elevenlabs,gujarati,gujarati_16.mp3,ડાઈનિંગ રૂમમાં એર પ્યુરિફાયર ચાલુ કરો।,"返ulinum ۔ دائنing room cases numerous , 0-2...'альa Ma tri ba ba ba ba",1.0,1.0,0.0,0.0,base,2026-03-05T11:07:16.373148+00:00
elevenlabs,gujarati,gujarati_17.mp3,મારા શયનખંડ એર પ્યુરિફાયર 1 ની સ્થિતિ શું છે?,Dyning Room & Pure Fire 1 Ça Luka Ro,1.0,0.8444,0.0,15.56,base,2026-03-05T11:07:20.496759+00:00
elevenlabs,gujarati,gujarati_18.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 ચાલુ કરો।,"Dining Room 8 Pure Fire 1 Ma, Ring LID Brightness 20000, Set Kharo.",1.0,1.0,0.0,0.0,base,2026-03-05T11:07:22.100898+00:00
elevenlabs,gujarati,gujarati_19.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં રિંગ એલઈડી બ્રાઇટનેસ 70 સેટ કરો।,"Dining Room & Purifier Sao Ma, XO AC Minute No, Switch Off Timer Set Karo",1.0,1.0,0.0,0.0,base,2026-03-05T11:07:23.767819+00:00
elevenlabs,gujarati,gujarati_2.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં હીટર પાવર ચાલુ કરો।,2000 air purifier,1.0,0.9608,0.0,3.92,base,2026-03-05T11:07:32.172723+00:00
elevenlabs,gujarati,gujarati_20.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં નાઈટ મોડ સેટ કરો।,"Living room air purifier 1,000 lukarho",1.0,0.9184,0.0,8.16,base,2026-03-05T11:07:33.610157+00:00
elevenlabs,gujarati,gujarati_21.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં 180 મિનિટનો સ્વિચ ઓફ ટાઈમર સેટ કરો।,"Living room at Purifier 1ma, Saat Minute No Switch of Timer Set Karo.",1.0,0.9104,0.0,8.96,base,2026-03-05T11:07:35.367136+00:00
elevenlabs,gujarati,gujarati_22.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં બજ્ઝર નિયંત્રણ ચાલુ કરો।,"Living room air purifier 1ma, Night mode Charlukaru",1.0,0.9107,0.0,8.93,base,2026-03-05T11:07:36.778008+00:00
elevenlabs,gujarati,gujarati_23.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં ફેન ઝડપ 3 સેટ કરો।,Living Room Air Purifier 8.Fan Power Bunt Karo,1.0,0.9,0.0,10.0,base,2026-03-05T11:07:39.563770+00:00
elevenlabs,gujarati,gujarati_24.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 ચાલુ કરો।,"Living room air purifier 1ma, Fan power Charluckari, Fan Jada 4 set karo.",1.0,1.0,0.0,0.0,base,2026-03-05T11:07:41.225122+00:00
elevenlabs,gujarati,gujarati_25.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 1 માં રિંગ એલઈડી બ્રાઇટનેસ 200 સેટ કરો।,"Living room air purifier 1ma, Fenged up 8 setkaru.",1.0,0.8923,0.0,10.77,base,2026-03-05T11:07:42.643105+00:00
elevenlabs,gujarati,gujarati_26.mp3,ડાઈનિંગ રૂમ એર પ્યુરિફાયર 100 માં 180 મિનિટનો સ્વિચ ઓફ ટાઈમર સેટ કરો।,Living room air purifier Ik bande karo,1.0,0.913,0.0,8.7,base,2026-03-05T11:07:43.948884+00:00
elevenlabs,gujarati,gujarati_27.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 ચાલુ કરો।,Living room air purifier 8 banthkaru,1.0,0.9167,0.0,8.33,base,2026-03-05T11:07:45.387134+00:00
elevenlabs,gujarati,gujarati_28.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 માં 60 મિનિટનો સ્વિચ ઓફ ટાઈમર સેટ કરો।,"Living room at purifier 1ma, Fengarab 2 set karo.",1.0,0.8769,0.0,12.31,base,2026-03-05T11:07:46.989990+00:00
elevenlabs,gujarati,gujarati_29.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 માં નાઈટ મોડ ચાલુ કરો।,ruption kami may maywedo.,1.0,0.9388,0.0,6.12,base,2026-03-05T11:08:04.569332+00:00
elevenlabs,gujarati,gujarati_3.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 ની ફેન પાવર બંધ કરો।,Shaina Khand Air Purifier 1ma Night Mode Set-Karho,1.0,0.9574,0.0,4.26,base,2026-03-05T11:08:05.982598+00:00
elevenlabs,gujarati,gujarati_30.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 માં ફેન પાવર ચાલુ કરી ફેન ઝડપ 4 સેટ કરો।,logged in asim,1.0,0.9701,0.0,2.99,base,2026-03-05T11:08:13.624335+00:00
elevenlabs,gujarati,gujarati_31.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 માં ફેન ઝડપ 8 સેટ કરો।,Shainakhanda Aseema Tapman Aadha Degree Sett Kharo,1.0,0.9592,0.0,4.08,base,2026-03-05T11:08:15.092575+00:00
elevenlabs,gujarati,gujarati_32.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 બંધ કરો।,"Shayan Khanna ACMA, display more Charlukaru",1.0,1.0,0.0,0.0,base,2026-03-05T11:08:16.357419+00:00
elevenlabs,gujarati,gujarati_33.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 બંધ કરો।,Dining Roomma EC Charlu Karu,1.0,0.9143,0.0,8.57,base,2026-03-05T11:08:17.868297+00:00
elevenlabs,gujarati,gujarati_34.mp3,લિવિંગ રૂમ એર પ્યુરિફાયર 1 માં ફેન ઝડપ 2 સેટ કરો।,"Office AC-2, Charlukaru",1.0,0.9592,0.0,4.08,base,2026-03-05T11:08:19.467475+00:00
elevenlabs,gujarati,gujarati_35.mp3,મારા શયનખંડમાં કયા ઉપકરણો છે?,σειphal in china kna a essaima lace Dry Mode setkap,1.0,1.0,0.0,0.0,base,2026-03-05T11:08:28.369630+00:00
elevenlabs,gujarati,gujarati_36.mp3,શયનખંડમાં AC ચાલુ કરો।,しゼ kannしよう werd いう情地 を 踢している 絕案で触れやすさに またユニ走了,1.0,1.0,0.0,0.0,base,2026-03-05T11:08:39.189833+00:00
elevenlabs,gujarati,gujarati_37.mp3,શયનખંડના AC માં તાપમાન 18 ડિગ્રી સેટ કરો।,ULChain Akhand na asima vertical swing thermals for the five Warriors clan Chinatown.,1.0,1.0,0.0,0.0,base,2026-03-05T11:08:53.076493+00:00
elevenlabs,gujarati,gujarati_38.mp3,શયનખંડના AC માં ડિસ્પ્લે મોડ ચાલુ કરો।,Shine kanna ezima sky high color chalukaro,1.0,1.0,0.0,0.0,base,2026-03-05T11:08:54.599300+00:00
elevenlabs,gujarati,gujarati_39.mp3,ડાઈનિંગ રૂમમાં AC ચાલુ કરો।,"Living Room AC-2 Charlu Karine, 3 Horizontal Swings Thiti 2 PERSET Karo.",1.0,1.0,0.0,0.0,base,2026-03-05T11:08:57.984961+00:00
elevenlabs,gujarati,gujarati_4.mp3,ઓફિસ AC 2 ચાલુ કરો।,"Shaina Khand Air Purifier 1ma, Saat Minute No Witch Of Timerset Karo.",1.0,1.0,0.0,0.0,base,2026-03-05T11:08:59.470449+00:00
elevenlabs,gujarati,gujarati_40.mp3,શયનખંડના AC માં ડ્રાય મોડ સેટ કરો।,Living room AC-2MA Turbo Mode Chalukaru,1.0,0.9706,0.0,2.94,base,2026-03-05T11:09:00.985806+00:00
elevenlabs,gujarati,gujarati_41.mp3,શયનખંડના AC માં સ્લીપ મોડ ચાલુ કરો।,Shaina Kanna Aseema Chai Lok Chalukaru,1.0,0.9714,0.0,2.86,base,2026-03-05T11:09:02.380251+00:00
elevenlabs,gujarati,gujarati_42.mp3,શયનખંડના AC માં વર્ટિકલ સ્વિંગ સ્થિતિ 5 પર સેટ કરો।,"Office AC-2MAR fans are up, high set karo",1.0,0.8431,0.0,15.69,base,2026-03-05T11:09:03.709412+00:00
elevenlabs,gujarati,gujarati_43.mp3,શયનખંડના AC માં સ્કાય હાઈ કલર ચાલુ કરો।,"Shaina Khanda, Eseema, horizontal swing auto per setkaro.",1.0,1.0,0.0,0.0,base,2026-03-05T11:09:05.215728+00:00
elevenlabs,gujarati,gujarati_44.mp3,લિવિંગ રૂમ AC 2 ચાલુ કરીને તેનું હોરિઝોન્ટલ સ્વિંગ સ્થિતિ 2 પર સેટ કરો।,Living room AC-2ma Top-Man 3's Degrees Set-Caro.,1.0,0.8873,0.0,11.27,base,2026-03-05T11:09:06.933507+00:00
elevenlabs,gujarati,gujarati_45.mp3,લિવિંગ રૂમ AC 2 માં ટર્બો મોડ ચાલુ કરો।,"YoGroom AC-1 Charlu Karine, Teno Switch of Timer 20 Minutes Purset.",1.0,1.0,0.0,0.0,base,2026-03-05T11:09:08.514395+00:00
elevenlabs,gujarati,gujarati_46.mp3,શયનખંડના AC માં ચાઇલ્ડ લોક ચાલુ કરો।,"yo grum AC1ma, humicon mode, chaalukaru",1.0,0.9444,0.0,5.56,base,2026-03-05T11:09:09.882120+00:00
elevenlabs,gujarati,gujarati_47.mp3,ઓફિસ AC 2 માં ફેન ઝડપ હાઈ સેટ કરો।,shy 500 shy,1.0,0.9412,0.0,5.88,base,2026-03-05T11:09:18.502191+00:00
elevenlabs,gujarati,gujarati_48.mp3,શયનખંડના AC માં હોરિઝોન્ટલ સ્વિંગ ઓટો પર સેટ કરો।,फिशाण कھन्ना एसिमा एको मोडशा बूडचालू करो,1.0,0.898,0.0,10.2,base,2026-03-05T11:09:22.556990+00:00
elevenlabs,gujarati,gujarati_49.mp3,લિવિંગ રૂમ AC 2 માં તાપમાન 30 ડિગ્રી સેટ કરો।,Shaina Khanna Aseema Light Intensity Lo-Set Karo,1.0,0.9556,0.0,4.44,base,2026-03-05T11:09:23.823917+00:00
elevenlabs,gujarati,gujarati_5.mp3,યોગ રૂમ AC 1 ચાલુ કરીને તેનો સ્વિચ ઓફ ટાઈમર 20 મિનિટ પર સેટ કરો।,Shining Hunt 8 purifier 1ma ring LED Brightness 40 set karo.,1.0,0.8906,0.0,10.94,base,2026-03-05T11:09:25.221883+00:00
elevenlabs,gujarati,gujarati_50.mp3,યોગ રૂમ AC 1 માં હ્યુમિકોન મોડ ચાલુ કરો।,Guru guru acc clinical individual praktيع implicated in a very strong leadingенерables self-ad Nachug PIN Shilwa November don't lose grip,1.0,1.0,0.0,0.0,base,2026-03-05T11:09:46.831846+00:00
elevenlabs,gujarati,gujarati_51.mp3,શયનખંડના AC માં ચાઇલ્ડ લોક મોડ બંધ કરો।,nimmtorgeous huppٹ 1-2 umpft 2 explosive h东西 4 glowing h东西 2 tall omg 3 tall cooked h East 3 tall chicken 4 2еж 2 tall fried delicious,1.0,1.0,0.0,0.0,base,2026-03-05T11:10:06.927230+00:00
elevenlabs,gujarati,gujarati_52.mp3,શયનખંડના AC માં ઇકો મોડ ચાલુ કરો।,� значہ southwestwavelling,1.0,0.9697,0.0,3.03,base,2026-03-05T11:10:14.853515+00:00
elevenlabs,gujarati,gujarati_53.mp3,શયનખંડના AC માં લાઈટ ઇન્ટેન્સિટી લો સેટ કરો।,"Shaina Khand AC Tumah, Fans Up Medium Set Kuro.",1.0,0.9545,0.0,4.55,base,2026-03-05T11:10:16.448178+00:00
sarvam,hindi,hindi_0.wav,बेडरूम एयर प्यूरीफायर 1 चालू करें।,Bedroom Air Puere Fire 1 Chalukare,1.0,0.8824,0.0,11.76,base,2026-03-05T11:10:17.773093+00:00
sarvam,hindi,hindi_1.wav,बेडरूम एयर प्यूरीफायर 1 में बजर कंट्रोल चालू करें।,"Bedroom, Air, PewDiePie & One-Nay Bazaar Control Chalukare",1.0,1.0,0.0,0.0,base,2026-03-05T11:10:19.587236+00:00
sarvam,hindi,hindi_10.wav,बेडरूम एयर प्यूरीफायर 1 में फैन स्पीड 4 सेट करें।,Dining Room Air Purifier 1 Chalukare,1.0,0.898,0.0,10.2,base,2026-03-05T11:10:20.953681+00:00
sarvam,hindi,hindi_11.wav,बेडरूम एयर प्यूरीफायर 1 में नाइट मोड सेट करें।,Dining Room Air Purifier 1 May RingLED Brightness 70ºC.,1.0,1.0,0.0,0.0,base,2026-03-05T11:10:22.756056+00:00
sarvam,hindi,hindi_12.wav,बेडरूम एयर प्यूरीफायर 1 में 60 मिनट का स्विच ऑफ टाइमर सेट करें।,Dining Room Air Purifier 1 May heater Power Chalukare,1.0,0.9048,0.0,9.52,base,2026-03-05T11:10:27.009825+00:00
sarvam,hindi,hindi_13.wav,बेडरूम एयर प्यूरीफायर 1 में रिंग एलईडी ब्राइटनेस 40 पर सेट करें।,Dining Room Air Purifier 1 May Night Mode Set Curry,1.0,0.8906,0.0,10.94,base,2026-03-05T11:10:28.504311+00:00
sarvam,hindi,hindi_14.wav,बेडरूम एयर प्यूरीफायर 1 में टर्बो मोड चालू करें और बजर कंट्रोल बंद करें।,Dhaningroom Air Purifier 1x180 Minutes Switch Off Timer Set,1.0,0.9167,0.0,8.33,base,2026-03-05T11:10:29.880996+00:00
sarvam,hindi,hindi_15.wav,बेडरूम एयर प्यूरीफायर 1 में 720 मिनट का स्विच ऑफ टाइमर सेट करें।,Dining Room Air Purifier 1 میں Buzzle Control Chalukare,1.0,0.9062,0.0,9.38,base,2026-03-05T11:10:31.481002+00:00
sarvam,hindi,hindi_16.wav,डाइनिंग रूम में एयर प्यूरीफायर चालू करें।,Dining Roomale Purifier 1 May Fan Speed 3 Set Kare,1.0,1.0,0.0,0.0,base,2026-03-05T11:10:33.193919+00:00
sarvam,hindi,hindi_17.wav,मेरे बेडरूम एयर प्यूरीफायर 1 की स्थिति क्या है?,Dining Room Air Purifier 1 Chalukare,0.8889,0.8936,11.11,10.64,base,2026-03-05T11:10:34.476966+00:00
sarvam,hindi,hindi_18.wav,डाइनिंग रूम एयर प्यूरीफायर 1 चालू करें।,Dining Room Air Purifier 1 Meringue LED Brightness 200% SETKARE,1.0,1.0,0.0,0.0,base,2026-03-05T11:10:35.929840+00:00
sarvam,hindi,hindi_19.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में रिंग एलईडी ब्राइटनेस 70 सेट करें।,Dining Room AR Purifier 180 Minutes Switch of Timer Set,1.0,0.8788,0.0,12.12,base,2026-03-05T11:10:37.259156+00:00
sarvam,hindi,hindi_2.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में हीटर पावर चालू करें।,Bedroom Air Purifier 1 میں Fan Speed 4 Sight Kare.,1.0,0.9057,0.0,9.43,base,2026-03-05T11:10:38.908152+00:00
sarvam,hindi,hindi_20.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में नाइट मोड सेट करें।,Living Room Air Purifier 1 Chalo Kare,0.9,0.8824,10.0,11.76,base,2026-03-05T11:10:40.238037+00:00
sarvam,hindi,hindi_21.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में 180 मिनट का स्विच ऑफ टाइमर सेट करें।,"Living Room, Air Purifier 1 May 60 Minutes, Switch Off Timer Set Kare.",0.9286,0.8696,7.14,13.04,base,2026-03-05T11:10:41.877169+00:00
sarvam,hindi,hindi_22.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में बजर कंट्रोल चालू करें।,Living Room Air Purifier 1 میں Night Mode Channu Kare,0.9,0.8909,10.0,10.91,base,2026-03-05T11:10:43.392867+00:00
sarvam,hindi,hindi_23.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में फैन स्पीड 3 सेट करें।,Living Room Air Purifier 1K fan power BANDKARE,1.0,0.8704,0.0,12.96,base,2026-03-05T11:10:44.930499+00:00
sarvam,hindi,hindi_24.wav,डाइनिंग रूम एयर प्यूरीफायर 1 चालू करें।,Living Room Air Purifier 1 May Fan Power Chanukare & Fan Speed Force 8 Kare.,1.0,1.0,0.0,0.0,base,2026-03-05T11:10:46.445619+00:00
sarvam,hindi,hindi_25.wav,डाइनिंग रूम एयर प्यूरीफायर 1 में रिंग एलईडी ब्राइटनेस 200 पर सेट करें।,Living Room Air Purifier 1 میں Fan Ki Gati 8 Sett Kare.,0.9231,0.8429,7.69,15.71,base,2026-03-05T11:10:48.135175+00:00
sarvam,hindi,hindi_26.wav,डाइनिंग रूम एयर प्यूरीफायर 100 में 180 मिनट का स्विच ऑफ टाइमर सेट करें।,Lilling Room AF Purifier 1 Banth Kare,1.0,0.9155,0.0,8.45,base,2026-03-05T11:10:49.697804+00:00
sarvam,hindi,hindi_27.wav,लिविंग रूम एयर प्यूरीफायर 1 चालू करें।,Living Room Air Purifier 1.1.Kare,1.0,0.8947,0.0,10.53,base,2026-03-05T11:10:51.066756+00:00
sarvam,hindi,hindi_28.wav,लिविंग रूम एयर प्यूरीफायर 1 में 60 मिनट का स्विच ऑफ टाइमर सेट करें।,Living Room AR Purifier 1 میں Fan Ki Gati 2 Sait Karin.,0.9286,0.8358,7.14,16.42,base,2026-03-05T11:10:52.602026+00:00
sarvam,hindi,hindi_29.wav,लिविंग रूम एयर प्यूरीफायर 1 में नाइट मोड चालू करें।,میری شینککش میں کن کن سے اپکراன ہے,1.0,0.8824,0.0,11.76,base,2026-03-05T11:10:54.509084+00:00
sarvam,hindi,hindi_3.wav,लिविंग रूम एयर प्यूरीफायर 1 की फैन पावर बंद करें।,Bedroom Air Purifier 1 میں Night Mode Settkarae,0.9,0.898,10.0,10.2,base,2026-03-05T11:10:56.048771+00:00
sarvam,hindi,hindi_30.wav,लिविंग रूम एयर प्यूरीफायर 1 में फैन पावर चालू करें और फैन स्पीड 4 सेट करें।,sh як aksh mein Asi chaaloo kgre,1.0,0.92,0.0,8.0,base,2026-03-05T11:11:03.954667+00:00
sarvam,hindi,hindi_31.wav,लिविंग रूम एयर प्यूरीफायर 1 में फैन की गति 8 सेट करें।,Shenzh quag shke s Riskumseven 18 Degrees Set Kare,1.0,0.9074,0.0,9.26,base,2026-03-05T11:11:12.356550+00:00
sarvam,hindi,hindi_32.wav,लिविंग रूम एयर प्यूरीफायर 1 बंद करें।,Shantaksh ke ASEe me display mode chalukare,1.0,1.0,0.0,0.0,base,2026-03-05T11:11:13.839339+00:00
sarvam,hindi,hindi_33.wav,लिविंग रूम एयर प्यूरीफायर 1 बंद करें।,Dining Room Me AC Chanukare,1.0,0.9189,0.0,8.11,base,2026-03-05T11:11:17.695502+00:00
sarvam,hindi,hindi_34.wav,लिविंग रूम एयर प्यूरीफायर 1 में फैन की गति 2 सेट करें।,Office AC2 Chanukare,1.0,0.9444,0.0,5.56,base,2026-03-05T11:11:19.036409+00:00
sarvam,hindi,hindi_35.wav,मेरे शयनकक्ष में कौन-कौन से उपकरण हैं?,fox ki akhi ke asii me dry moth set kare,1.0,0.9474,0.0,5.26,base,2026-03-05T11:11:27.365989+00:00
sarvam,hindi,hindi_36.wav,शयनकक्ष में AC चालू करें।,Shayan kakshke asimhe sleep mode chaalukare,1.0,1.0,0.0,0.0,base,2026-03-05T11:11:28.808790+00:00
sarvam,hindi,hindi_37.wav,शयनकक्ष के AC में तापमान 18 डिग्री सेट करें।,Shantkaksh ke ASEe me Vertical Swing ko position 5 berset kare.,1.0,1.0,0.0,0.0,base,2026-03-05T11:11:30.336956+00:00
sarvam,hindi,hindi_38.wav,शयनकक्ष के AC में डिस्प्ले मोड चालू करें।,sneakers cape ng .,1.0,0.9024,0.0,9.76,base,2026-03-05T11:11:38.753735+00:00
sarvam,hindi,hindi_39.wav,डाइनिंग रूम में AC चालू करें।,Living Room AC2 Charlukaray & his horizontal swing position 2 per set kare.,1.0,1.0,0.0,0.0,base,2026-03-05T11:11:40.352975+00:00
sarvam,hindi,hindi_4.wav,ऑफिस AC 2 चालू करें।,Bettero May TV fidelity 1 – 60 min Curt !,1.0,1.0,0.0,0.0,base,2026-03-05T11:11:49.569421+00:00
